FREQ,Frequency,BORROWERS_CTY,Borrowers' country,TC_BORROWERS,Borrowing sector,TC_LENDERS,Lending sector,VALUATION,Valuation method,UNIT_TYPE,Unit type,TC_ADJUST,Adjustment,UNIT_MULT,Unit Multiplier,UNIT_MEASURE,Unit of measure,TITLE_TS,Series,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2
Q,Quarterly,TH,Thailand,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Thailand - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:TH:N:A:M:770:A,76,76.5,74.8,74.8,74.2,75.1,74.9,75.6,75.5,75.3,74.3,74.4,77.4,80.8,82.7,85.9,87.5,86.6,88.8,88.7,88.8,88.6
Q,Quarterly,TH,Thailand,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Thailand - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:TH:P:A:M:770:A,154.6,154.7,152.9,153.3,152.3,152.9,152.8,154.4,154,153.7,153.4,154.6,158.1,165.3,170.3,176.5,179.2,177,179.2,179.7,178.8,177.5
Q,Quarterly,TR,Turkey,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Turkey - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:TR:C:A:M:770:A,113.7,113.6,111.6,112.6,112.2,114.1,123.3,111.5,112.9,111.2,109.2,111.5,115.9,130.2,135.9,128.7,126.8,121.1,115.2,129.3,127.1,117.2
Q,Quarterly,TR,Turkey,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Turkey - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:TR:G:A:M:770:A,28.9,29,28.4,28.5,27.9,27.3,29.7,28.9,29.4,29.2,29.9,31.7,32.5,38.4,40.9,39.3,37.8,36.7,35,39.6,41.3,37.7
Q,Quarterly,TR,Turkey,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Turkey - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:TR:G:A:N:770:A,28.5,28.3,27.8,28,28.1,28.7,32.1,30.1,31.4,32.1,31.8,32.7,34.8,39.5,42.7,39.8,40.2,38.2,37.5,42.1,42,39
Q,Quarterly,TR,Turkey,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Turkey - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:TR:H:A:M:770:A,17.4,17.3,17.2,16.9,16.5,16.2,15.4,14.6,14.1,13.8,14.1,14.7,15.1,16.7,18.1,17.5,16.9,15.9,15.4,14.7,13.3,12.5
Q,Quarterly,TR,Turkey,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Turkey - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:TR:N:A:M:770:A,67.4,67.3,66,67.1,67.8,70.6,78.2,68.1,69.4,68.2,65.3,65.2,68.4,75,77,71.9,72,68.5,64.7,74.9,72.6,67
Q,Quarterly,TR,Turkey,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Turkey - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:TR:P:A:M:770:A,84.7,84.6,83.2,84.1,84.3,86.7,93.7,82.7,83.6,82,79.4,79.8,83.4,91.7,95,89.4,89,84.3,80.2,89.6,85.9,79.5
Q,Quarterly,US,United States,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,United States - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:US:C:A:M:770:A,250.1,249.8,251,251.3,251,250,248.7,250.8,250.9,251.3,255.3,255.1,265.4,286.4,290.5,294.2,291.3,283.6,278.4,277.6,271.3,263.5
Q,Quarterly,US,United States,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,United States - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:US:G:A:M:770:A,99.1,98.1,99.2,98.8,99.3,97.6,96.9,99.1,99.4,99.6,103.5,103.5,110.6,125.5,128.2,130.4,126.7,123.6,120,120.6,115.4,108.4
Q,Quarterly,US,United States,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,United States - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:US:G:A:N:770:A,97,95.7,97,96.8,98.7,97.4,97.6,98.6,97.6,96.2,98.7,99.8,101.2,116,118.8,122,122.7,118.7,115.3,116.3,116.3,113.4
Q,Quarterly,US,United States,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,United States - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:US:H:A:M:770:A,77.6,77.7,77.6,77.8,76.9,76.5,76.2,76,75.1,75.3,75.3,75.3,75.1,76.6,78,79.3,79.5,78,77.5,77,75.8,75.6
Q,Quarterly,US,United States,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,United States - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:US:N:A:M:770:A,73.5,74.1,74.2,74.8,74.7,75.9,75.5,75.7,76.3,76.4,76.6,76.3,79.7,84.3,84.3,84.5,85.1,82,80.9,80,80.1,79.5
Q,Quarterly,US,United States,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,United States - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:US:P:A:M:770:A,151,151.7,151.8,152.5,151.7,152.3,151.8,151.7,151.5,151.7,151.8,151.5,154.7,160.9,162.3,163.9,164.6,160,158.4,156.9,155.9,155.1
Q,Quarterly,XM,Euro area,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Euro area - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:XM:C:A:M:770:A,269.3,267.3,264.8,262.2,261.5,260.4,259.1,257.6,259.4,261.3,263.2,258.5,262.5,280.5,285.9,289.1,291.2,283.9,282.1,278.4,272.1,263.4
Q,Quarterly,XM,Euro area,G,General government,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Euro area - Credit to General government from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:XM:G:A:M:770:A,102.1,101.7,100.6,98.9,99,97.3,96.2,95.6,97.3,98.4,99.9,96.4,98.2,108.3,111.7,113,113.6,110.7,110,107.2,102.7,96.2
Q,Quarterly,XM,Euro area,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Euro area - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:XM:G:A:N:770:A,90.9,90.6,89.6,87.9,87.8,87.3,87.1,85.9,86.4,86.1,85.7,83.9,86,94.5,96.7,97.2,99.7,98,97.4,95.5,95.3,94.3
Q,Quarterly,XM,Euro area,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Euro area - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:XM:H:A:M:770:A,58.2,58.2,57.9,57.7,57.2,57.2,57.2,57.3,57.1,57.3,57.3,57.3,57.7,59.8,60.9,62,62.3,61,60.6,59.9,59.2,58.7
Q,Quarterly,XM,Euro area,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Euro area - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:XM:N:A:M:770:A,109,107.5,106.3,105.5,105.3,105.9,105.7,104.7,105,105.6,106,104.8,106.6,112.4,113.4,114.2,115.4,112.2,111.6,111.2,110.1,108.5
Q,Quarterly,XM,Euro area,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,Euro area - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:XM:P:A:M:770:A,167.2,165.7,164.2,163.2,162.5,163.1,162.9,162,162.1,162.9,163.3,162.2,164.3,172.2,174.3,176.1,177.6,173.2,172.2,171.2,169.3,167.2
Q,Quarterly,ZA,South Africa,C,Non financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,South Africa - Credit to Non financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:ZA:C:A:M:770:A,122.3,121.9,123.7,123.2,123.5,124.6,125.8,125.5,127.3,127.5,131.1,130.4,133.4,139.3,142.7,143.7,144.7,137.5,137.2,136.2,135.1,137.7
Q,Quarterly,ZA,South Africa,G,General government,A,All sectors,N,Nominal value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,South Africa - Credit to General government from All sectors at Nominal value - Percentage of GDP - Adjusted for breaks,Q:ZA:G:A:N:770:A,47.8,48.6,50.1,50.3,50.2,51.8,52.8,53.3,53.1,54.4,57.2,57.7,58.7,63.8,68.7,70.5,71.6,69.4,69.6,70.1,68.9,71.1
Q,Quarterly,ZA,South Africa,H,Households & NPISHs,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,South Africa - Credit to Households and NPISHs from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:ZA:H:A:M:770:A,35.2,35,34.7,34.7,34.8,34.7,34.6,34.8,35,34.9,35,35.2,35.3,35.7,36.2,36.6,36.7,34.9,34.3,34.1,34.1,34.5
Q,Quarterly,ZA,South Africa,N,Non-financial corporations,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,South Africa - Credit to Non-financial corporations from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:ZA:N:A:M:770:A,39.3,38.3,38.9,38.1,38.5,38.1,38.5,37.4,39.2,38.1,38.9,37.4,39.4,39.7,37.8,36.7,36.3,33.2,33.4,31.9,32.1,32.2
Q,Quarterly,ZA,South Africa,P,Private non-financial sector,A,All sectors,M,Market value,770,Percentage of GDP,A,Adjusted for breaks,0,Units,367,Per Cent,South Africa - Credit to Private non-financial sector from All sectors at Market value - Percentage of GDP - Adjusted for breaks,Q:ZA:P:A:M:770:A,74.6,73.3,73.6,72.8,73.3,72.8,73,72.2,74.2,73.1,73.9,72.6,74.7,75.4,74,73.2,73,68.1,67.6,66,66.2,66.6
