Frequency,BORROWERS_CTY,Borrowers' country,Borrowing sector,Lending sector,VALUATION,Valuation method,Quaterlly_per_year,Total_Credit__all_Sec
Quarterly,CA,Canada,General government,All sectors,N,Nominal value,2017-Q2,81.9
Quarterly,CA,Canada,Households & NPISHs,All sectors,M,Market value,2017-Q2,104.0
Quarterly,CA,Canada,Non-financial corporations,All sectors,M,Market value,2017-Q2,110.3
Quarterly,CA,Canada,Private non-financial sector,All sectors,M,Market value,2017-Q2,214.3
Quarterly,CH,Switzerland,Non financial sector,All sectors,M,Market value,2017-Q2,277.7
Quarterly,CH,Switzerland,General government,All sectors,M,Market value,2017-Q2,31.0
Quarterly,CH,Switzerland,General government,All sectors,N,Nominal value,2017-Q2,28.0
Quarterly,CH,Switzerland,Households & NPISHs,All sectors,M,Market value,2017-Q2,125.3
Quarterly,CH,Switzerland,Non-financial corporations,All sectors,M,Market value,2017-Q2,121.3
Quarterly,CH,Switzerland,Private non-financial sector,All sectors,M,Market value,2017-Q2,246.7
Quarterly,CL,Chile,Non financial sector,All sectors,M,Market value,2017-Q2,167.9
Quarterly,CL,Chile,General government,All sectors,M,Market value,2017-Q2,25.8
Quarterly,CL,Chile,General government,All sectors,N,Nominal value,2017-Q2,23.6
Quarterly,CL,Chile,Households & NPISHs,All sectors,M,Market value,2017-Q2,43.3
Quarterly,CL,Chile,Non-financial corporations,All sectors,M,Market value,2017-Q2,98.8
Quarterly,CL,Chile,Private non-financial sector,All sectors,M,Market value,2017-Q2,142.1
Quarterly,CN,China,Non financial sector,All sectors,M,Market value,2017-Q2,256.0
Quarterly,CN,China,General government,All sectors,N,Nominal value,2017-Q2,50.1
Quarterly,CN,China,Households & NPISHs,All sectors,M,Market value,2017-Q2,46.6
Quarterly,CN,China,Non-financial corporations,All sectors,M,Market value,2017-Q2,159.3
Quarterly,CN,China,Private non-financial sector,All sectors,M,Market value,2017-Q2,205.9
Quarterly,CO,Colombia,Non financial sector,All sectors,M,Market value,2017-Q2,112.5
Quarterly,CO,Colombia,General government,All sectors,N,Nominal value,2017-Q2,49.1
Quarterly,CO,Colombia,Households & NPISHs,All sectors,M,Market value,2017-Q2,26.758
Quarterly,CO,Colombia,Non-financial corporations,All sectors,M,Market value,2017-Q2,36.727
Quarterly,CO,Colombia,Private non-financial sector,All sectors,M,Market value,2017-Q2,63.5
Quarterly,CZ,Czechia,Non financial sector,All sectors,M,Market value,2017-Q2,130.9
Quarterly,CZ,Czechia,General government,All sectors,M,Market value,2017-Q2,42.6
Quarterly,CZ,Czechia,General government,All sectors,N,Nominal value,2017-Q2,39.0
Quarterly,CZ,Czechia,Households & NPISHs,All sectors,M,Market value,2017-Q2,31.3
Quarterly,CZ,Czechia,Non-financial corporations,All sectors,M,Market value,2017-Q2,57.0
Quarterly,CZ,Czechia,Private non-financial sector,All sectors,M,Market value,2017-Q2,88.2
Quarterly,DE,Germany,Non financial sector,All sectors,M,Market value,2017-Q2,190.1
Quarterly,DE,Germany,General government,All sectors,M,Market value,2017-Q2,71.9
Quarterly,DE,Germany,General government,All sectors,N,Nominal value,2017-Q2,66.9
Quarterly,DE,Germany,Households & NPISHs,All sectors,M,Market value,2017-Q2,53.2
Quarterly,DE,Germany,Non-financial corporations,All sectors,M,Market value,2017-Q2,65.0
Quarterly,DE,Germany,Private non-financial sector,All sectors,M,Market value,2017-Q2,118.2
Quarterly,DK,Denmark,Non financial sector,All sectors,M,Market value,2017-Q2,279.4
Quarterly,DK,Denmark,General government,All sectors,M,Market value,2017-Q2,42.5
Quarterly,DK,Denmark,General government,All sectors,N,Nominal value,2017-Q2,36.2
Quarterly,DK,Denmark,Households & NPISHs,All sectors,M,Market value,2017-Q2,114.9
Quarterly,DK,Denmark,Non-financial corporations,All sectors,M,Market value,2017-Q2,122.1
Quarterly,DK,Denmark,Private non-financial sector,All sectors,M,Market value,2017-Q2,237.0
Quarterly,ES,Spain,Non financial sector,All sectors,M,Market value,2017-Q2,281.6
Quarterly,ES,Spain,General government,All sectors,M,Market value,2017-Q2,115.2
Quarterly,ES,Spain,General government,All sectors,N,Nominal value,2017-Q2,103.2
Quarterly,ES,Spain,Households & NPISHs,All sectors,M,Market value,2017-Q2,63.4
Quarterly,ES,Spain,Non-financial corporations,All sectors,M,Market value,2017-Q2,103.1
Quarterly,ES,Spain,Private non-financial sector,All sectors,M,Market value,2017-Q2,166.4
Quarterly,FI,Finland,Non financial sector,All sectors,M,Market value,2017-Q2,254.4
Quarterly,FI,Finland,General government,All sectors,M,Market value,2017-Q2,71.3
Quarterly,FI,Finland,General government,All sectors,N,Nominal value,2017-Q2,67.1
Quarterly,FI,Finland,Households & NPISHs,All sectors,M,Market value,2017-Q2,64.3
Quarterly,FI,Finland,Non-financial corporations,All sectors,M,Market value,2017-Q2,118.8
Quarterly,FI,Finland,Private non-financial sector,All sectors,M,Market value,2017-Q2,183.1
Quarterly,FR,France,Non financial sector,All sectors,M,Market value,2017-Q2,313.8
Quarterly,FR,France,General government,All sectors,M,Market value,2017-Q2,113.1
Quarterly,FR,France,General government,All sectors,N,Nominal value,2017-Q2,100.8
Quarterly,FR,France,Households & NPISHs,All sectors,M,Market value,2017-Q2,57.9
Quarterly,FR,France,Non-financial corporations,All sectors,M,Market value,2017-Q2,142.8
Quarterly,FR,France,Private non-financial sector,All sectors,M,Market value,2017-Q2,200.7
Quarterly,G2,G20 economies,Non financial sector,All sectors,M,Market value,2017-Q2,246.1
Quarterly,G2,G20 economies,General government,All sectors,M,Market value,2017-Q2,89.4
Quarterly,G2,G20 economies,General government,All sectors,N,Nominal value,2017-Q2,84.4
Quarterly,G2,G20 economies,Households & NPISHs,All sectors,M,Market value,2017-Q2,61.2
Quarterly,G2,G20 economies,Non-financial corporations,All sectors,M,Market value,2017-Q2,95.6
Quarterly,G2,G20 economies,Private non-financial sector,All sectors,M,Market value,2017-Q2,156.7
Quarterly,GB,United Kingdom,Non financial sector,All sectors,M,Market value,2017-Q2,270.4
Quarterly,GB,United Kingdom,General government,All sectors,M,Market value,2017-Q2,109.7
Quarterly,GB,United Kingdom,General government,All sectors,N,Nominal value,2017-Q2,85.8
Quarterly,GB,United Kingdom,Households & NPISHs,All sectors,M,Market value,2017-Q2,86.0
Quarterly,GB,United Kingdom,Non-financial corporations,All sectors,M,Market value,2017-Q2,74.7
Quarterly,GB,United Kingdom,Private non-financial sector,All sectors,M,Market value,2017-Q2,160.7
Quarterly,GR,Greece,Non financial sector,All sectors,M,Market value,2017-Q2,297.6
Quarterly,GR,Greece,General government,All sectors,M,Market value,2017-Q2,173.6
Quarterly,GR,Greece,General government,All sectors,N,Nominal value,2017-Q2,176.4
Quarterly,GR,Greece,Households & NPISHs,All sectors,M,Market value,2017-Q2,59.5
Quarterly,GR,Greece,Non-financial corporations,All sectors,M,Market value,2017-Q2,64.5
Quarterly,GR,Greece,Private non-financial sector,All sectors,M,Market value,2017-Q2,124.0
Quarterly,HK,Hong Kong SAR,Non financial sector,All sectors,M,Market value,2017-Q2,402.4
Quarterly,HK,Hong Kong SAR,General government,All sectors,N,Nominal value,2017-Q2,71.8
Quarterly,HK,Hong Kong SAR,Households & NPISHs,All sectors,M,Market value,2017-Q2,68.6
Quarterly,HK,Hong Kong SAR,Non-financial corporations,All sectors,M,Market value,2017-Q2,262.0
Quarterly,HK,Hong Kong SAR,Private non-financial sector,All sectors,M,Market value,2017-Q2,330.7
Quarterly,HU,Hungary,Non financial sector,All sectors,M,Market value,2017-Q2,166.8
Quarterly,HU,Hungary,General government,All sectors,M,Market value,2017-Q2,80.0
Quarterly,HU,Hungary,General government,All sectors,N,Nominal value,2017-Q2,72.4
Quarterly,HU,Hungary,Households & NPISHs,All sectors,M,Market value,2017-Q2,19.5
Quarterly,HU,Hungary,Non-financial corporations,All sectors,M,Market value,2017-Q2,67.3
Quarterly,HU,Hungary,Private non-financial sector,All sectors,M,Market value,2017-Q2,86.8
Quarterly,ID,Indonesia,Non financial sector,All sectors,M,Market value,2017-Q2,70.6
Quarterly,ID,Indonesia,General government,All sectors,N,Nominal value,2017-Q2,28.5
Quarterly,ID,Indonesia,Households & NPISHs,All sectors,M,Market value,2017-Q2,16.9
Quarterly,ID,Indonesia,Non-financial corporations,All sectors,M,Market value,2017-Q2,25.2
Quarterly,ID,Indonesia,Private non-financial sector,All sectors,M,Market value,2017-Q2,42.1
Quarterly,IE,Ireland,Non financial sector,All sectors,M,Market value,2017-Q2,368.7
Quarterly,IE,Ireland,General government,All sectors,M,Market value,2017-Q2,80.8
Quarterly,IE,Ireland,General government,All sectors,N,Nominal value,2017-Q2,74.9
Quarterly,IE,Ireland,Households & NPISHs,All sectors,M,Market value,2017-Q2,49.9
Quarterly,IE,Ireland,Non-financial corporations,All sectors,M,Market value,2017-Q2,238.0
Quarterly,IE,Ireland,Private non-financial sector,All sectors,M,Market value,2017-Q2,287.9
Quarterly,IL,Israel,Non financial sector,All sectors,M,Market value,2017-Q2,176.1
Quarterly,IL,Israel,General government,All sectors,M,Market value,2017-Q2,66.6
Quarterly,IL,Israel,General government,All sectors,N,Nominal value,2017-Q2,60.6
Quarterly,IL,Israel,Households & NPISHs,All sectors,M,Market value,2017-Q2,41.0
Quarterly,IL,Israel,Non-financial corporations,All sectors,M,Market value,2017-Q2,68.6
Quarterly,IL,Israel,Private non-financial sector,All sectors,M,Market value,2017-Q2,109.5
Quarterly,IN,India,Non financial sector,All sectors,M,Market value,2017-Q2,159.3
Quarterly,IN,India,General government,All sectors,N,Nominal value,2017-Q2,69.3
Quarterly,IN,India,Households & NPISHs,All sectors,M,Market value,2017-Q2,32.9
Quarterly,IN,India,Non-financial corporations,All sectors,M,Market value,2017-Q2,57.2
Quarterly,IN,India,Private non-financial sector,All sectors,M,Market value,2017-Q2,90.1
Quarterly,IT,Italy,Non financial sector,All sectors,M,Market value,2017-Q2,263.3
Quarterly,IT,Italy,General government,All sectors,M,Market value,2017-Q2,149.5
Quarterly,IT,Italy,General government,All sectors,N,Nominal value,2017-Q2,137.5
Quarterly,IT,Italy,Households & NPISHs,All sectors,M,Market value,2017-Q2,40.9
Quarterly,IT,Italy,Non-financial corporations,All sectors,M,Market value,2017-Q2,72.9
Quarterly,IT,Italy,Private non-financial sector,All sectors,M,Market value,2017-Q2,113.8
Quarterly,JP,Japan,Non financial sector,All sectors,M,Market value,2017-Q2,367.6
Quarterly,JP,Japan,General government,All sectors,M,Market value,2017-Q2,211.9
Quarterly,JP,Japan,General government,All sectors,N,Nominal value,2017-Q2,200.1
Quarterly,JP,Japan,Households & NPISHs,All sectors,M,Market value,2017-Q2,60.2
Quarterly,JP,Japan,Non-financial corporations,All sectors,M,Market value,2017-Q2,95.5
Quarterly,JP,Japan,Private non-financial sector,All sectors,M,Market value,2017-Q2,155.7
Quarterly,KR,Korea,Non financial sector,All sectors,M,Market value,2017-Q2,220.8
Quarterly,KR,Korea,General government,All sectors,M,Market value,2017-Q2,38.3
Quarterly,KR,Korea,Households & NPISHs,All sectors,M,Market value,2017-Q2,88.0
Quarterly,KR,Korea,Non-financial corporations,All sectors,M,Market value,2017-Q2,94.5
Quarterly,KR,Korea,Private non-financial sector,All sectors,M,Market value,2017-Q2,182.5
Quarterly,LU,Luxembourg,Non financial sector,All sectors,M,Market value,2017-Q2,393.9
Quarterly,LU,Luxembourg,General government,All sectors,M,Market value,2017-Q2,23.5
Quarterly,LU,Luxembourg,General government,All sectors,N,Nominal value,2017-Q2,22.0
Quarterly,LU,Luxembourg,Households & NPISHs,All sectors,M,Market value,2017-Q2,63.4
Quarterly,LU,Luxembourg,Non-financial corporations,All sectors,M,Market value,2017-Q2,307.0
Quarterly,LU,Luxembourg,Private non-financial sector,All sectors,M,Market value,2017-Q2,370.4
Quarterly,MX,Mexico,Non financial sector,All sectors,M,Market value,2017-Q2,75.5
Quarterly,MX,Mexico,General government,All sectors,N,Nominal value,2017-Q2,35.0
Quarterly,MX,Mexico,Households & NPISHs,All sectors,M,Market value,2017-Q2,15.9
Quarterly,MX,Mexico,Non-financial corporations,All sectors,M,Market value,2017-Q2,24.6
Quarterly,MX,Mexico,Private non-financial sector,All sectors,M,Market value,2017-Q2,40.5
Quarterly,MY,Malaysia,Non financial sector,All sectors,M,Market value,2017-Q2,186.1
Quarterly,MY,Malaysia,General government,All sectors,N,Nominal value,2017-Q2,52.1
Quarterly,MY,Malaysia,Households & NPISHs,All sectors,M,Market value,2017-Q2,67.0
Quarterly,MY,Malaysia,Non-financial corporations,All sectors,M,Market value,2017-Q2,67.0
Quarterly,MY,Malaysia,Private non-financial sector,All sectors,M,Market value,2017-Q2,134.0
Quarterly,NL,Netherlands,Non financial sector,All sectors,M,Market value,2017-Q2,347.7
Quarterly,NL,Netherlands,General government,All sectors,M,Market value,2017-Q2,66.7
Quarterly,NL,Netherlands,General government,All sectors,N,Nominal value,2017-Q2,59.0
Quarterly,NL,Netherlands,Households & NPISHs,All sectors,M,Market value,2017-Q2,109.6
Quarterly,NL,Netherlands,Non-financial corporations,All sectors,M,Market value,2017-Q2,171.4
Quarterly,NL,Netherlands,Private non-financial sector,All sectors,M,Market value,2017-Q2,281.0
Quarterly,NO,Norway,Non financial sector,All sectors,M,Market value,2017-Q2,286.5
Quarterly,NO,Norway,General government,All sectors,M,Market value,2017-Q2,38.1
Quarterly,NO,Norway,General government,All sectors,N,Nominal value,2017-Q2,37.3
Quarterly,NO,Norway,Households & NPISHs,All sectors,M,Market value,2017-Q2,100.9
Quarterly,NO,Norway,Non-financial corporations,All sectors,M,Market value,2017-Q2,147.4
Quarterly,NO,Norway,Private non-financial sector,All sectors,M,Market value,2017-Q2,248.4
Quarterly,NZ,New Zealand,Non financial sector,All sectors,M,Market value,2017-Q2,207.0
Quarterly,NZ,New Zealand,General government,All sectors,N,Nominal value,2017-Q2,30.9
Quarterly,NZ,New Zealand,Households & NPISHs,All sectors,M,Market value,2017-Q2,92.0
Quarterly,NZ,New Zealand,Non-financial corporations,All sectors,M,Market value,2017-Q2,84.1
Quarterly,NZ,New Zealand,Private non-financial sector,All sectors,M,Market value,2017-Q2,176.1
Quarterly,PL,Poland,Non financial sector,All sectors,M,Market value,2017-Q2,139.6
Quarterly,PL,Poland,General government,All sectors,M,Market value,2017-Q2,55.4
Quarterly,PL,Poland,General government,All sectors,N,Nominal value,2017-Q2,53.1
Quarterly,PL,Poland,Households & NPISHs,All sectors,M,Market value,2017-Q2,35.9
Quarterly,PL,Poland,Non-financial corporations,All sectors,M,Market value,2017-Q2,48.3
Quarterly,PL,Poland,Private non-financial sector,All sectors,M,Market value,2017-Q2,84.2
Quarterly,PT,Portugal,Non financial sector,All sectors,M,Market value,2017-Q2,320.7
Quarterly,PT,Portugal,General government,All sectors,M,Market value,2017-Q2,139.6
Quarterly,PT,Portugal,General government,All sectors,N,Nominal value,2017-Q2,132.6
Quarterly,PT,Portugal,Households & NPISHs,All sectors,M,Market value,2017-Q2,70.7
Quarterly,PT,Portugal,Non-financial corporations,All sectors,M,Market value,2017-Q2,110.4
Quarterly,PT,Portugal,Private non-financial sector,All sectors,M,Market value,2017-Q2,181.1
Quarterly,RU,Russia,Non financial sector,All sectors,M,Market value,2017-Q2,113.8
Quarterly,RU,Russia,General government,All sectors,N,Nominal value,2017-Q2,15.9
Quarterly,RU,Russia,Households & NPISHs,All sectors,M,Market value,2017-Q2,15.7
Quarterly,RU,Russia,Non-financial corporations,All sectors,M,Market value,2017-Q2,82.3
Quarterly,RU,Russia,Private non-financial sector,All sectors,M,Market value,2017-Q2,97.9
Quarterly,SA,Saudi Arabia,Non financial sector,All sectors,M,Market value,2017-Q2,81.7
Quarterly,SA,Saudi Arabia,General government,All sectors,N,Nominal value,2017-Q2,15.2
Quarterly,SA,Saudi Arabia,Households & NPISHs,All sectors,M,Market value,2017-Q2,14.4
Quarterly,SA,Saudi Arabia,Non-financial corporations,All sectors,M,Market value,2017-Q2,52.1
Quarterly,SA,Saudi Arabia,Private non-financial sector,All sectors,M,Market value,2017-Q2,66.5
Quarterly,SE,Sweden,Non financial sector,All sectors,M,Market value,2017-Q2,284.1
Quarterly,SE,Sweden,General government,All sectors,M,Market value,2017-Q2,43.9
Quarterly,SE,Sweden,General government,All sectors,N,Nominal value,2017-Q2,41.3
Quarterly,SE,Sweden,Households & NPISHs,All sectors,M,Market value,2017-Q2,86.7
Quarterly,SE,Sweden,Non-financial corporations,All sectors,M,Market value,2017-Q2,153.4
Quarterly,SE,Sweden,Private non-financial sector,All sectors,M,Market value,2017-Q2,240.1
Quarterly,SG,Singapore,Non financial sector,All sectors,M,Market value,2017-Q2,308.2
Quarterly,SG,Singapore,General government,All sectors,N,Nominal value,2017-Q2,105.8
Quarterly,SG,Singapore,Households & NPISHs,All sectors,M,Market value,2017-Q2,62.8
Quarterly,SG,Singapore,Non-financial corporations,All sectors,M,Market value,2017-Q2,137.8
Quarterly,SG,Singapore,Private non-financial sector,All sectors,M,Market value,2017-Q2,202.5
Quarterly,TH,Thailand,Non financial sector,All sectors,M,Market value,2017-Q2,186.4
Quarterly,TH,Thailand,General government,All sectors,N,Nominal value,2017-Q2,31.7
Quarterly,TH,Thailand,Households & NPISHs,All sectors,M,Market value,2017-Q2,78.2
Quarterly,TH,Thailand,Non-financial corporations,All sectors,M,Market value,2017-Q2,76.5
Quarterly,TH,Thailand,Private non-financial sector,All sectors,M,Market value,2017-Q2,154.7
Quarterly,TR,Turkey,Non financial sector,All sectors,M,Market value,2017-Q2,113.6
Quarterly,TR,Turkey,General government,All sectors,M,Market value,2017-Q2,29.0
