Borrowers' country,Borrowing sector,Lending sector,Credit gap data type,Series,Quaterlly_per_year,Financial_Stability_Statistics
Portugal,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:PT:P:A:C,2020-Q3,-26.9
Sweden,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:SE:P:A:A,2020-Q3,264.7
Sweden,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:SE:P:A:B,2020-Q3,259.8
Sweden,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:SE:P:A:C,2020-Q3,4.9
United States,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:US:P:A:A,2020-Q3,162.3
United States,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:US:P:A:B,2020-Q3,157.7
United States,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:US:P:A:C,2020-Q3,4.6
Euro area,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:XM:P:A:A,2020-Q3,174.3
Euro area,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:XM:P:A:B,2020-Q3,174.8
Euro area,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:XM:P:A:C,2020-Q3,-0.6
Austria,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:AT:P:A:A,2020-Q4,152.8
Austria,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:AT:P:A:B,2020-Q4,149.8
Austria,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:AT:P:A:C,2020-Q4,3.1
Australia,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:AU:P:A:A,2020-Q4,194.3
Australia,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:AU:P:A:B,2020-Q4,205.3
Australia,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:AU:P:A:C,2020-Q4,-11.0
Belgium,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:BE:P:A:A,2020-Q4,223.5
Belgium,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:BE:P:A:B,2020-Q4,230.0
Belgium,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:BE:P:A:C,2020-Q4,-6.5
Canada,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:CA:P:A:A,2020-Q4,244.5
Canada,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:CA:P:A:B,2020-Q4,224.6
Canada,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:CA:P:A:C,2020-Q4,19.9
Germany,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:DE:P:A:A,2020-Q4,131.2
Germany,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:DE:P:A:B,2020-Q4,121.9
Germany,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:DE:P:A:C,2020-Q4,9.3
Denmark,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:DK:P:A:A,2020-Q4,245.0
Denmark,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:DK:P:A:B,2020-Q4,262.1
Denmark,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:DK:P:A:C,2020-Q4,-17.1
Spain,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:ES:P:A:A,2020-Q4,171.1
Spain,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:ES:P:A:B,2020-Q4,189.6
Spain,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:ES:P:A:C,2020-Q4,-18.5
Finland,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:FI:P:A:A,2020-Q4,191.1
Finland,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:FI:P:A:B,2020-Q4,194.6
Finland,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:FI:P:A:C,2020-Q4,-3.5
France,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:FR:P:A:A,2020-Q4,244.8
France,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:FR:P:A:B,2020-Q4,216.5
France,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:FR:P:A:C,2020-Q4,28.3
United Kingdom,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:GB:P:A:A,2020-Q4,173.5
United Kingdom,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:GB:P:A:B,2020-Q4,170.7
United Kingdom,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:GB:P:A:C,2020-Q4,2.9
Greece,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:GR:P:A:A,2020-Q4,124.6
Greece,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:GR:P:A:B,2020-Q4,138.1
Greece,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:GR:P:A:C,2020-Q4,-13.6
Ireland,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:IE:P:A:A,2020-Q4,216.6
Ireland,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:IE:P:A:B,2020-Q4,314.9
Ireland,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:IE:P:A:C,2020-Q4,-98.3
Italy,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:IT:P:A:A,2020-Q4,121.8
Italy,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:IT:P:A:B,2020-Q4,125.7
Italy,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:IT:P:A:C,2020-Q4,-3.8
Japan,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:JP:P:A:A,2020-Q4,184.2
Japan,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:JP:P:A:B,2020-Q4,154.9
Japan,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:JP:P:A:C,2020-Q4,29.3
Luxembourg,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:LU:P:A:A,2020-Q4,401.3
Luxembourg,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:LU:P:A:B,2020-Q4,433.0
Luxembourg,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:LU:P:A:C,2020-Q4,-31.7
Netherlands,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:NL:P:A:A,2020-Q4,252.9
Netherlands,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:NL:P:A:B,2020-Q4,284.5
Netherlands,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:NL:P:A:C,2020-Q4,-31.6
Norway,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:NO:P:A:A,2020-Q4,277.9
Norway,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:NO:P:A:B,2020-Q4,258.2
Norway,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:NO:P:A:C,2020-Q4,19.7
Portugal,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:PT:P:A:A,2020-Q4,176.6
Portugal,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:PT:P:A:B,2020-Q4,199.7
Portugal,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:PT:P:A:C,2020-Q4,-23.1
Sweden,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:SE:P:A:A,2020-Q4,265.2
Sweden,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:SE:P:A:B,2020-Q4,261.3
Sweden,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:SE:P:A:C,2020-Q4,3.9
United States,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:US:P:A:A,2020-Q4,163.9
United States,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:US:P:A:B,2020-Q4,158.1
United States,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:US:P:A:C,2020-Q4,5.8
Euro area,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:XM:P:A:A,2020-Q4,176.1
Euro area,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:XM:P:A:B,2020-Q4,175.3
Euro area,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:XM:P:A:C,2020-Q4,0.8
Austria,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:AT:P:A:A,2021-Q1,157.4
Austria,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:AT:P:A:B,2021-Q1,150.4
Austria,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:AT:P:A:C,2021-Q1,7.0
Australia,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:AU:P:A:A,2021-Q1,193.4
Australia,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:AU:P:A:B,2021-Q1,205.2
Australia,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:AU:P:A:C,2021-Q1,-11.8
Belgium,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:BE:P:A:A,2021-Q1,223.1
Belgium,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:BE:P:A:B,2021-Q1,230.5
Belgium,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:BE:P:A:C,2021-Q1,-7.5
Canada,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:CA:P:A:A,2021-Q1,241.4
Canada,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:CA:P:A:B,2021-Q1,226.6
Canada,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:CA:P:A:C,2021-Q1,14.8
Germany,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:DE:P:A:A,2021-Q1,132.9
Germany,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:DE:P:A:B,2021-Q1,122.4
Germany,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:DE:P:A:C,2021-Q1,10.6
Denmark,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:DK:P:A:A,2021-Q1,246.9
Denmark,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:DK:P:A:B,2021-Q1,262.0
Denmark,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:DK:P:A:C,2021-Q1,-15.1
Spain,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:ES:P:A:A,2021-Q1,172.7
Spain,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:ES:P:A:B,2021-Q1,188.7
Spain,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:ES:P:A:C,2021-Q1,-16.0
Finland,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:FI:P:A:A,2021-Q1,192.9
Finland,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:FI:P:A:B,2021-Q1,195.3
Finland,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:FI:P:A:C,2021-Q1,-2.4
France,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:FR:P:A:A,2021-Q1,244.0
France,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:FR:P:A:B,2021-Q1,219.1
France,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:FR:P:A:C,2021-Q1,24.9
United Kingdom,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:GB:P:A:A,2021-Q1,170.8
United Kingdom,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:GB:P:A:B,2021-Q1,170.8
United Kingdom,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:GB:P:A:C,2021-Q1,0.1
Greece,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:GR:P:A:A,2021-Q1,127.3
Greece,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:GR:P:A:B,2021-Q1,138.2
Greece,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:GR:P:A:C,2021-Q1,-10.9
Ireland,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:IE:P:A:A,2021-Q1,209.9
Ireland,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:IE:P:A:B,2021-Q1,310.4
Ireland,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:IE:P:A:C,2021-Q1,-100.5
Italy,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:IT:P:A:A,2021-Q1,121.9
Italy,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:IT:P:A:B,2021-Q1,125.8
Italy,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:IT:P:A:C,2021-Q1,-3.9
Japan,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:JP:P:A:A,2021-Q1,185.3
Japan,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:JP:P:A:B,2021-Q1,156.3
Japan,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:JP:P:A:C,2021-Q1,28.9
Luxembourg,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:LU:P:A:A,2021-Q1,402.5
Luxembourg,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:LU:P:A:B,2021-Q1,434.0
Luxembourg,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:LU:P:A:C,2021-Q1,-31.5
Netherlands,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:NL:P:A:A,2021-Q1,257.1
Netherlands,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:NL:P:A:B,2021-Q1,283.6
Netherlands,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:NL:P:A:C,2021-Q1,-26.5
Norway,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:NO:P:A:A,2021-Q1,275.0
Norway,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:NO:P:A:B,2021-Q1,260.2
Norway,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:NO:P:A:C,2021-Q1,14.8
Portugal,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:PT:P:A:A,2021-Q1,178.8
Portugal,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:PT:P:A:B,2021-Q1,198.7
Portugal,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:PT:P:A:C,2021-Q1,-19.8
Sweden,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:SE:P:A:A,2021-Q1,271.3
Sweden,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:SE:P:A:B,2021-Q1,263.1
Sweden,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:SE:P:A:C,2021-Q1,8.1
United States,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:US:P:A:A,2021-Q1,164.6
United States,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:US:P:A:B,2021-Q1,158.5
United States,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:US:P:A:C,2021-Q1,6.1
Euro area,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:XM:P:A:A,2021-Q1,177.6
Euro area,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:XM:P:A:B,2021-Q1,175.9
Euro area,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:XM:P:A:C,2021-Q1,1.7
Austria,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:AT:P:A:A,2021-Q2,151.4
Austria,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:AT:P:A:B,2021-Q2,150.7
Austria,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:AT:P:A:C,2021-Q2,0.7
Australia,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:AU:P:A:A,2021-Q2,189.0
Australia,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:AU:P:A:B,2021-Q2,204.9
Australia,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:AU:P:A:C,2021-Q2,-15.9
Belgium,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:BE:P:A:A,2021-Q2,215.1
Belgium,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:BE:P:A:B,2021-Q2,230.6
Belgium,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:BE:P:A:C,2021-Q2,-15.5
Canada,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:CA:P:A:A,2021-Q2,234.9
Canada,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:CA:P:A:B,2021-Q2,228.1
Canada,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:CA:P:A:C,2021-Q2,6.8
Germany,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:DE:P:A:A,2021-Q2,130.3
Germany,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:DE:P:A:B,2021-Q2,122.7
Germany,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:DE:P:A:C,2021-Q2,7.6
Denmark,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:DK:P:A:A,2021-Q2,244.0
Denmark,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:DK:P:A:B,2021-Q2,261.7
Denmark,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:DK:P:A:C,2021-Q2,-17.7
Spain,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:ES:P:A:A,2021-Q2,169.9
Spain,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:ES:P:A:B,2021-Q2,187.7
Spain,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:ES:P:A:C,2021-Q2,-17.8
Finland,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:FI:P:A:A,2021-Q2,191.2
Finland,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:FI:P:A:B,2021-Q2,195.9
Finland,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:FI:P:A:C,2021-Q2,-4.7
France,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:FR:P:A:A,2021-Q2,237.5
France,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:FR:P:A:B,2021-Q2,221.2
France,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:FR:P:A:C,2021-Q2,16.3
United Kingdom,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:GB:P:A:A,2021-Q2,165.7
United Kingdom,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:GB:P:A:B,2021-Q2,170.6
United Kingdom,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:GB:P:A:C,2021-Q2,-4.9
Greece,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:GR:P:A:A,2021-Q2,128.5
Greece,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:GR:P:A:B,2021-Q2,138.3
Greece,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:GR:P:A:C,2021-Q2,-9.9
Ireland,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:IE:P:A:A,2021-Q2,200.3
Ireland,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:IE:P:A:B,2021-Q2,305.5
Ireland,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:IE:P:A:C,2021-Q2,-105.1
Italy,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:IT:P:A:A,2021-Q2,118.0
Italy,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:IT:P:A:B,2021-Q2,125.7
Italy,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:IT:P:A:C,2021-Q2,-7.7
Japan,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:JP:P:A:A,2021-Q2,184.1
Japan,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:JP:P:A:B,2021-Q2,157.7
Japan,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:JP:P:A:C,2021-Q2,26.4
Luxembourg,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:LU:P:A:A,2021-Q2,400.4
Luxembourg,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:LU:P:A:B,2021-Q2,434.8
Luxembourg,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:LU:P:A:C,2021-Q2,-34.3
Netherlands,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:NL:P:A:A,2021-Q2,253.5
Netherlands,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:NL:P:A:B,2021-Q2,282.5
Netherlands,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:NL:P:A:C,2021-Q2,-29.0
Norway,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:NO:P:A:A,2021-Q2,265.1
Norway,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:NO:P:A:B,2021-Q2,261.6
Norway,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:NO:P:A:C,2021-Q2,3.5
Portugal,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:PT:P:A:A,2021-Q2,173.5
Portugal,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:PT:P:A:B,2021-Q2,197.3
Portugal,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:PT:P:A:C,2021-Q2,-23.8
Sweden,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:SE:P:A:A,2021-Q2,267.9
Sweden,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:SE:P:A:B,2021-Q2,264.6
Sweden,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:SE:P:A:C,2021-Q2,3.3
United States,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:US:P:A:A,2021-Q2,160.0
United States,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:US:P:A:B,2021-Q2,158.7
United States,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:US:P:A:C,2021-Q2,1.3
Euro area,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:XM:P:A:A,2021-Q2,173.2
Euro area,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:XM:P:A:B,2021-Q2,176.2
Euro area,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:XM:P:A:C,2021-Q2,-3.0
Austria,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:AT:P:A:A,2021-Q3,151.0
Austria,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:AT:P:A:B,2021-Q3,150.9
Austria,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:AT:P:A:C,2021-Q3,0.1
Australia,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:AU:P:A:A,2021-Q3,186.9
Australia,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:AU:P:A:B,2021-Q3,204.5
Australia,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:AU:P:A:C,2021-Q3,-17.6
Belgium,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:BE:P:A:A,2021-Q3,213.4
Belgium,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:BE:P:A:B,2021-Q3,230.6
Belgium,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:BE:P:A:C,2021-Q3,-17.2
Canada,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:CA:P:A:A,2021-Q3,232.9
Canada,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:CA:P:A:B,2021-Q3,229.5
Canada,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:CA:P:A:C,2021-Q3,3.4
Germany,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:DE:P:A:A,2021-Q3,130.1
Germany,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:DE:P:A:B,2021-Q3,122.9
Germany,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:DE:P:A:C,2021-Q3,7.2
Denmark,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:DK:P:A:A,2021-Q3,244.1
Denmark,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:DK:P:A:B,2021-Q3,261.4
Denmark,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:DK:P:A:C,2021-Q3,-17.3
Spain,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:ES:P:A:A,2021-Q3,166.4
Spain,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:ES:P:A:B,2021-Q3,186.6
Spain,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:ES:P:A:C,2021-Q3,-20.2
Finland,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:FI:P:A:A,2021-Q3,190.0
Finland,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:FI:P:A:B,2021-Q3,196.4
Finland,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:FI:P:A:C,2021-Q3,-6.3
France,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:FR:P:A:A,2021-Q3,236.7
France,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:FR:P:A:B,2021-Q3,223.2
France,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:FR:P:A:C,2021-Q3,13.5
United Kingdom,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:GB:P:A:A,2021-Q3,162.9
United Kingdom,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:GB:P:A:B,2021-Q3,170.2
United Kingdom,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:GB:P:A:C,2021-Q3,-7.3
Greece,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:GR:P:A:A,2021-Q3,124.4
Greece,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:GR:P:A:B,2021-Q3,138.2
Greece,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:GR:P:A:C,2021-Q3,-13.8
Ireland,Private non-financial sector,All sectors,Credit-to-GDP ratios (actual data),Q:IE:P:A:A,2021-Q3,196.2
Ireland,Private non-financial sector,All sectors,Credit-to-GDP trend (HP filter),Q:IE:P:A:B,2021-Q3,300.4
Ireland,Private non-financial sector,All sectors,Credit-to-GDP gaps (actual-trend),Q:IE:P:A:C,2021-Q3,-104.2
