Frequency,REF_AREA,Reference area,VALUE,Value,Unit of measure,Series,Quarterly_per_year,Property_price_rate
Quarterly,XM,Euro area,N,Nominal,"Year-on-year changes, in per cent",Q:XM:N:771,2017-Q2,4.3053
Quarterly,XM,Euro area,R,Real,"Year-on-year changes, in per cent",Q:XM:R:771,2017-Q2,2.738
Quarterly,XW,World,N,Nominal,"Year-on-year changes, in per cent",Q:XW:N:771,2017-Q2,5.572
Quarterly,XW,World,R,Real,"Year-on-year changes, in per cent",Q:XW:R:771,2017-Q2,3.2739
Quarterly,ZA,South Africa,N,Nominal,"Year-on-year changes, in per cent",Q:ZA:N:771,2017-Q2,4.2593
Quarterly,ZA,South Africa,R,Real,"Year-on-year changes, in per cent",Q:ZA:R:771,2017-Q2,-0.9957
Quarterly,4T,Emerging market economies (aggregate),N,Nominal,"Year-on-year changes, in per cent",Q:4T:N:771,2017-Q3,5.2321
Quarterly,4T,Emerging market economies (aggregate),R,Real,"Year-on-year changes, in per cent",Q:4T:R:771,2017-Q3,2.4129
Quarterly,5R,Advanced economies,N,Nominal,"Year-on-year changes, in per cent",Q:5R:N:771,2017-Q3,5.2928
Quarterly,5R,Advanced economies,R,Real,"Year-on-year changes, in per cent",Q:5R:R:771,2017-Q3,3.5679
Quarterly,AE,United Arab Emirates,N,Nominal,"Year-on-year changes, in per cent",Q:AE:N:771,2017-Q3,-2.4876
Quarterly,AE,United Arab Emirates,R,Real,"Year-on-year changes, in per cent",Q:AE:R:771,2017-Q3,-3.489
Quarterly,AT,Austria,N,Nominal,"Year-on-year changes, in per cent",Q:AT:N:771,2017-Q3,4.5556
Quarterly,AT,Austria,R,Real,"Year-on-year changes, in per cent",Q:AT:R:771,2017-Q3,2.3941
Quarterly,AU,Australia,N,Nominal,"Year-on-year changes, in per cent",Q:AU:N:771,2017-Q3,8.2963
Quarterly,AU,Australia,R,Real,"Year-on-year changes, in per cent",Q:AU:R:771,2017-Q3,6.352
Quarterly,BE,Belgium,N,Nominal,"Year-on-year changes, in per cent",Q:BE:N:771,2017-Q3,3.7101
Quarterly,BE,Belgium,R,Real,"Year-on-year changes, in per cent",Q:BE:R:771,2017-Q3,1.7804
Quarterly,BG,Bulgaria,N,Nominal,"Year-on-year changes, in per cent",Q:BG:N:771,2017-Q3,8.9679
Quarterly,BG,Bulgaria,R,Real,"Year-on-year changes, in per cent",Q:BG:R:771,2017-Q3,7.2695
Quarterly,BR,Brazil,N,Nominal,"Year-on-year changes, in per cent",Q:BR:N:771,2017-Q3,-1.7279
Quarterly,BR,Brazil,R,Real,"Year-on-year changes, in per cent",Q:BR:R:771,2017-Q3,-4.1884
Quarterly,CA,Canada,N,Nominal,"Year-on-year changes, in per cent",Q:CA:N:771,2017-Q3,14.671
Quarterly,CA,Canada,R,Real,"Year-on-year changes, in per cent",Q:CA:R:771,2017-Q3,13.1194
Quarterly,CH,Switzerland,N,Nominal,"Year-on-year changes, in per cent",Q:CH:N:771,2017-Q3,1.6215
Quarterly,CH,Switzerland,R,Real,"Year-on-year changes, in per cent",Q:CH:R:771,2017-Q3,1.1347
Quarterly,CL,Chile,N,Nominal,"Year-on-year changes, in per cent",Q:CL:N:771,2017-Q3,8.752
Quarterly,CL,Chile,R,Real,"Year-on-year changes, in per cent",Q:CL:R:771,2017-Q3,6.969
Quarterly,CN,China,N,Nominal,"Year-on-year changes, in per cent",Q:CN:N:771,2017-Q3,6.8338
Quarterly,CN,China,R,Real,"Year-on-year changes, in per cent",Q:CN:R:771,2017-Q3,5.2177
Quarterly,CO,Colombia,N,Nominal,"Year-on-year changes, in per cent",Q:CO:N:771,2017-Q3,7.0346
Quarterly,CO,Colombia,R,Real,"Year-on-year changes, in per cent",Q:CO:R:771,2017-Q3,3.1694
Quarterly,CY,Cyprus,N,Nominal,"Year-on-year changes, in per cent",Q:CY:N:771,2017-Q3,1.61
Quarterly,CY,Cyprus,R,Real,"Year-on-year changes, in per cent",Q:CY:R:771,2017-Q3,2.0264
Quarterly,CZ,Czechia,N,Nominal,"Year-on-year changes, in per cent",Q:CZ:N:771,2017-Q3,12.5348
Quarterly,CZ,Czechia,R,Real,"Year-on-year changes, in per cent",Q:CZ:R:771,2017-Q3,9.7386
Quarterly,DE,Germany,N,Nominal,"Year-on-year changes, in per cent",Q:DE:N:771,2017-Q3,5.6471
Quarterly,DE,Germany,R,Real,"Year-on-year changes, in per cent",Q:DE:R:771,2017-Q3,4.0339
Quarterly,DK,Denmark,N,Nominal,"Year-on-year changes, in per cent",Q:DK:N:771,2017-Q3,4.6729
Quarterly,DK,Denmark,R,Real,"Year-on-year changes, in per cent",Q:DK:R:771,2017-Q3,3.0968
Quarterly,EE,Estonia,N,Nominal,"Year-on-year changes, in per cent",Q:EE:N:771,2017-Q3,4.779
Quarterly,EE,Estonia,R,Real,"Year-on-year changes, in per cent",Q:EE:R:771,2017-Q3,1.0117
Quarterly,ES,Spain,N,Nominal,"Year-on-year changes, in per cent",Q:ES:N:771,2017-Q3,6.6597
Quarterly,ES,Spain,R,Real,"Year-on-year changes, in per cent",Q:ES:R:771,2017-Q3,4.9245
Quarterly,FI,Finland,N,Nominal,"Year-on-year changes, in per cent",Q:FI:N:771,2017-Q3,0.5888
Quarterly,FI,Finland,R,Real,"Year-on-year changes, in per cent",Q:FI:R:771,2017-Q3,-0.0911
Quarterly,FR,France,N,Nominal,"Year-on-year changes, in per cent",Q:FR:N:771,2017-Q3,3.2227
Quarterly,FR,France,R,Real,"Year-on-year changes, in per cent",Q:FR:R:771,2017-Q3,2.3324
Quarterly,GB,United Kingdom,N,Nominal,"Year-on-year changes, in per cent",Q:GB:N:771,2017-Q3,4.6986
Quarterly,GB,United Kingdom,R,Real,"Year-on-year changes, in per cent",Q:GB:R:771,2017-Q3,1.838
Quarterly,GR,Greece,N,Nominal,"Year-on-year changes, in per cent",Q:GR:N:771,2017-Q3,-0.658
Quarterly,GR,Greece,R,Real,"Year-on-year changes, in per cent",Q:GR:R:771,2017-Q3,-1.6096
Quarterly,HK,Hong Kong SAR,N,Nominal,"Year-on-year changes, in per cent",Q:HK:N:771,2017-Q3,17.6471
Quarterly,HK,Hong Kong SAR,R,Real,"Year-on-year changes, in per cent",Q:HK:R:771,2017-Q3,15.618
Quarterly,HR,Croatia,N,Nominal,"Year-on-year changes, in per cent",Q:HR:N:771,2017-Q3,3.7511
Quarterly,HR,Croatia,R,Real,"Year-on-year changes, in per cent",Q:HR:R:771,2017-Q3,2.7084
Quarterly,HU,Hungary,N,Nominal,"Year-on-year changes, in per cent",Q:HU:N:771,2017-Q3,12.2239
Quarterly,HU,Hungary,R,Real,"Year-on-year changes, in per cent",Q:HU:R:771,2017-Q3,9.5694
Quarterly,ID,Indonesia,N,Nominal,"Year-on-year changes, in per cent",Q:ID:N:771,2017-Q3,3.3173
Quarterly,ID,Indonesia,R,Real,"Year-on-year changes, in per cent",Q:ID:R:771,2017-Q3,-0.4711
Quarterly,IE,Ireland,N,Nominal,"Year-on-year changes, in per cent",Q:IE:N:771,2017-Q3,11.7669
Quarterly,IE,Ireland,R,Real,"Year-on-year changes, in per cent",Q:IE:R:771,2017-Q3,11.6195
Quarterly,IL,Israel,N,Nominal,"Year-on-year changes, in per cent",Q:IL:N:771,2017-Q3,3.716
Quarterly,IL,Israel,R,Real,"Year-on-year changes, in per cent",Q:IL:R:771,2017-Q3,3.9619
Quarterly,IN,India,N,Nominal,"Year-on-year changes, in per cent",Q:IN:N:771,2017-Q3,7.45
Quarterly,IN,India,R,Real,"Year-on-year changes, in per cent",Q:IN:R:771,2017-Q3,4.3444
Quarterly,IS,Iceland,N,Nominal,"Year-on-year changes, in per cent",Q:IS:N:771,2017-Q3,20.3999
Quarterly,IS,Iceland,R,Real,"Year-on-year changes, in per cent",Q:IS:R:771,2017-Q3,18.4377
Quarterly,IT,Italy,N,Nominal,"Year-on-year changes, in per cent",Q:IT:N:771,2017-Q3,-1.4896
Quarterly,IT,Italy,R,Real,"Year-on-year changes, in per cent",Q:IT:R:771,2017-Q3,-2.5917
Quarterly,JP,Japan,N,Nominal,"Year-on-year changes, in per cent",Q:JP:N:771,2017-Q3,2.4496
Quarterly,JP,Japan,R,Real,"Year-on-year changes, in per cent",Q:JP:R:771,2017-Q3,1.8258
Quarterly,KR,Korea,N,Nominal,"Year-on-year changes, in per cent",Q:KR:N:771,2017-Q3,1.4932
Quarterly,KR,Korea,R,Real,"Year-on-year changes, in per cent",Q:KR:R:771,2017-Q3,-0.7092
Quarterly,LT,Lithuania,N,Nominal,"Year-on-year changes, in per cent",Q:LT:N:771,2017-Q3,8.5411
Quarterly,LT,Lithuania,R,Real,"Year-on-year changes, in per cent",Q:LT:R:771,2017-Q3,4.0045
Quarterly,LU,Luxembourg,N,Nominal,"Year-on-year changes, in per cent",Q:LU:N:771,2017-Q3,4.9293
Quarterly,LU,Luxembourg,R,Real,"Year-on-year changes, in per cent",Q:LU:R:771,2017-Q3,2.9926
Quarterly,LV,Latvia,N,Nominal,"Year-on-year changes, in per cent",Q:LV:N:771,2017-Q3,8.7909
Quarterly,LV,Latvia,R,Real,"Year-on-year changes, in per cent",Q:LV:R:771,2017-Q3,5.7441
Quarterly,MA,Morocco,N,Nominal,"Year-on-year changes, in per cent",Q:MA:N:771,2017-Q3,5.581
Quarterly,MA,Morocco,R,Real,"Year-on-year changes, in per cent",Q:MA:R:771,2017-Q3,5.3688
Quarterly,MK,North Macedonia,N,Nominal,"Year-on-year changes, in per cent",Q:MK:N:771,2017-Q3,-0.8666
Quarterly,MK,North Macedonia,R,Real,"Year-on-year changes, in per cent",Q:MK:R:771,2017-Q3,-2.3528
Quarterly,MT,Malta,N,Nominal,"Year-on-year changes, in per cent",Q:MT:N:771,2017-Q3,5.0761
Quarterly,MT,Malta,R,Real,"Year-on-year changes, in per cent",Q:MT:R:771,2017-Q3,3.8233
Quarterly,MX,Mexico,N,Nominal,"Year-on-year changes, in per cent",Q:MX:N:771,2017-Q3,7.8989
Quarterly,MX,Mexico,R,Real,"Year-on-year changes, in per cent",Q:MX:R:771,2017-Q3,1.3297
Quarterly,MY,Malaysia,N,Nominal,"Year-on-year changes, in per cent",Q:MY:N:771,2017-Q3,6.4986
Quarterly,MY,Malaysia,R,Real,"Year-on-year changes, in per cent",Q:MY:R:771,2017-Q3,2.7566
Quarterly,NL,Netherlands,N,Nominal,"Year-on-year changes, in per cent",Q:NL:N:771,2017-Q3,7.4039
Quarterly,NL,Netherlands,R,Real,"Year-on-year changes, in per cent",Q:NL:R:771,2017-Q3,5.9317
Quarterly,NO,Norway,N,Nominal,"Year-on-year changes, in per cent",Q:NO:N:771,2017-Q3,2.4748
Quarterly,NO,Norway,R,Real,"Year-on-year changes, in per cent",Q:NO:R:771,2017-Q3,0.9569
Quarterly,NZ,New Zealand,N,Nominal,"Year-on-year changes, in per cent",Q:NZ:N:771,2017-Q3,3.6505
Quarterly,NZ,New Zealand,R,Real,"Year-on-year changes, in per cent",Q:NZ:R:771,2017-Q3,1.7154
Quarterly,PE,Peru,N,Nominal,"Year-on-year changes, in per cent",Q:PE:N:771,2017-Q3,2.4773
Quarterly,PE,Peru,R,Real,"Year-on-year changes, in per cent",Q:PE:R:771,2017-Q3,-0.4982
Quarterly,PH,Philippines,N,Nominal,"Year-on-year changes, in per cent",Q:PH:N:771,2017-Q3,1.7825
Quarterly,PH,Philippines,R,Real,"Year-on-year changes, in per cent",Q:PH:R:771,2017-Q3,-0.8593
Quarterly,PL,Poland,N,Nominal,"Year-on-year changes, in per cent",Q:PL:N:771,2017-Q3,3.6698
Quarterly,PL,Poland,R,Real,"Year-on-year changes, in per cent",Q:PL:R:771,2017-Q3,1.7893
Quarterly,PT,Portugal,N,Nominal,"Year-on-year changes, in per cent",Q:PT:N:771,2017-Q3,10.4238
Quarterly,PT,Portugal,R,Real,"Year-on-year changes, in per cent",Q:PT:R:771,2017-Q3,9.1762
Quarterly,RO,Romania,N,Nominal,"Year-on-year changes, in per cent",Q:RO:N:771,2017-Q3,5.6604
Quarterly,RO,Romania,R,Real,"Year-on-year changes, in per cent",Q:RO:R:771,2017-Q3,4.1256
Quarterly,RS,Serbia,N,Nominal,"Year-on-year changes, in per cent",Q:RS:N:771,2017-Q3,-1.7191
Quarterly,RS,Serbia,R,Real,"Year-on-year changes, in per cent",Q:RS:R:771,2017-Q3,-4.5783
Quarterly,RU,Russia,N,Nominal,"Year-on-year changes, in per cent",Q:RU:N:771,2017-Q3,-3.5515
Quarterly,RU,Russia,R,Real,"Year-on-year changes, in per cent",Q:RU:R:771,2017-Q3,-6.7002
Quarterly,SE,Sweden,N,Nominal,"Year-on-year changes, in per cent",Q:SE:N:771,2017-Q3,7.5353
Quarterly,SE,Sweden,R,Real,"Year-on-year changes, in per cent",Q:SE:R:771,2017-Q3,5.2671
Quarterly,SG,Singapore,N,Nominal,"Year-on-year changes, in per cent",Q:SG:N:771,2017-Q3,-0.2175
Quarterly,SG,Singapore,R,Real,"Year-on-year changes, in per cent",Q:SG:R:771,2017-Q3,-0.6619
Quarterly,SI,Slovenia,N,Nominal,"Year-on-year changes, in per cent",Q:SI:N:771,2017-Q3,8.1782
Quarterly,SI,Slovenia,R,Real,"Year-on-year changes, in per cent",Q:SI:R:771,2017-Q3,6.898
Quarterly,SK,Slovak Republic,N,Nominal,"Year-on-year changes, in per cent",Q:SK:N:771,2017-Q3,7.271
Quarterly,SK,Slovak Republic,R,Real,"Year-on-year changes, in per cent",Q:SK:R:771,2017-Q3,5.6583
Quarterly,TH,Thailand,N,Nominal,"Year-on-year changes, in per cent",Q:TH:N:771,2017-Q3,3.4019
Quarterly,TH,Thailand,R,Real,"Year-on-year changes, in per cent",Q:TH:R:771,2017-Q3,2.9421
Quarterly,TR,Turkey,N,Nominal,"Year-on-year changes, in per cent",Q:TR:N:771,2017-Q3,9.2672
Quarterly,TR,Turkey,R,Real,"Year-on-year changes, in per cent",Q:TR:R:771,2017-Q3,-1.1648
Quarterly,US,United States,N,Nominal,"Year-on-year changes, in per cent",Q:US:N:771,2017-Q3,5.9963
Quarterly,US,United States,R,Real,"Year-on-year changes, in per cent",Q:US:R:771,2017-Q3,3.9517
Quarterly,XM,Euro area,N,Nominal,"Year-on-year changes, in per cent",Q:XM:N:771,2017-Q3,4.3311
Quarterly,XM,Euro area,R,Real,"Year-on-year changes, in per cent",Q:XM:R:771,2017-Q3,2.8095
Quarterly,XW,World,N,Nominal,"Year-on-year changes, in per cent",Q:XW:N:771,2017-Q3,5.26
Quarterly,XW,World,R,Real,"Year-on-year changes, in per cent",Q:XW:R:771,2017-Q3,2.9568
Quarterly,ZA,South Africa,N,Nominal,"Year-on-year changes, in per cent",Q:ZA:N:771,2017-Q3,4.1578
Quarterly,ZA,South Africa,R,Real,"Year-on-year changes, in per cent",Q:ZA:R:771,2017-Q3,-0.6353
Quarterly,4T,Emerging market economies (aggregate),N,Nominal,"Year-on-year changes, in per cent",Q:4T:N:771,2017-Q4,4.5807
Quarterly,4T,Emerging market economies (aggregate),R,Real,"Year-on-year changes, in per cent",Q:4T:R:771,2017-Q4,1.4524
Quarterly,5R,Advanced economies,N,Nominal,"Year-on-year changes, in per cent",Q:5R:N:771,2017-Q4,5.1767
Quarterly,5R,Advanced economies,R,Real,"Year-on-year changes, in per cent",Q:5R:R:771,2017-Q4,3.3921
Quarterly,AE,United Arab Emirates,N,Nominal,"Year-on-year changes, in per cent",Q:AE:N:771,2017-Q4,-3.8246
Quarterly,AE,United Arab Emirates,R,Real,"Year-on-year changes, in per cent",Q:AE:R:771,2017-Q4,-5.8814
Quarterly,AT,Austria,N,Nominal,"Year-on-year changes, in per cent",Q:AT:N:771,2017-Q4,4.7014
Quarterly,AT,Austria,R,Real,"Year-on-year changes, in per cent",Q:AT:R:771,2017-Q4,2.4134
Quarterly,AU,Australia,N,Nominal,"Year-on-year changes, in per cent",Q:AU:N:771,2017-Q4,4.9787
Quarterly,AU,Australia,R,Real,"Year-on-year changes, in per cent",Q:AU:R:771,2017-Q4,3.0121
Quarterly,BE,Belgium,N,Nominal,"Year-on-year changes, in per cent",Q:BE:N:771,2017-Q4,3.5501
Quarterly,BE,Belgium,R,Real,"Year-on-year changes, in per cent",Q:BE:R:771,2017-Q4,1.4511
Quarterly,BG,Bulgaria,N,Nominal,"Year-on-year changes, in per cent",Q:BG:N:771,2017-Q4,8.1524
Quarterly,BG,Bulgaria,R,Real,"Year-on-year changes, in per cent",Q:BG:R:771,2017-Q4,5.2652
Quarterly,BR,Brazil,N,Nominal,"Year-on-year changes, in per cent",Q:BR:N:771,2017-Q4,-1.1144
Quarterly,BR,Brazil,R,Real,"Year-on-year changes, in per cent",Q:BR:R:771,2017-Q4,-3.8243
Quarterly,CA,Canada,N,Nominal,"Year-on-year changes, in per cent",Q:CA:N:771,2017-Q4,13.7932
Quarterly,CA,Canada,R,Real,"Year-on-year changes, in per cent",Q:CA:R:771,2017-Q4,11.7953
Quarterly,CH,Switzerland,N,Nominal,"Year-on-year changes, in per cent",Q:CH:N:771,2017-Q4,3.6659
Quarterly,CH,Switzerland,R,Real,"Year-on-year changes, in per cent",Q:CH:R:771,2017-Q4,2.8818
Quarterly,CL,Chile,N,Nominal,"Year-on-year changes, in per cent",Q:CL:N:771,2017-Q4,9.6744
Quarterly,CL,Chile,R,Real,"Year-on-year changes, in per cent",Q:CL:R:771,2017-Q4,7.5038
Quarterly,CN,China,N,Nominal,"Year-on-year changes, in per cent",Q:CN:N:771,2017-Q4,4.9908
Quarterly,CN,China,R,Real,"Year-on-year changes, in per cent",Q:CN:R:771,2017-Q4,3.2641
Quarterly,CO,Colombia,N,Nominal,"Year-on-year changes, in per cent",Q:CO:N:771,2017-Q4,7.4896
Quarterly,CO,Colombia,R,Real,"Year-on-year changes, in per cent",Q:CO:R:771,2017-Q4,3.2691
Quarterly,CY,Cyprus,N,Nominal,"Year-on-year changes, in per cent",Q:CY:N:771,2017-Q4,1.7827
Quarterly,CY,Cyprus,R,Real,"Year-on-year changes, in per cent",Q:CY:R:771,2017-Q4,1.8442
Quarterly,CZ,Czechia,N,Nominal,"Year-on-year changes, in per cent",Q:CZ:N:771,2017-Q4,8.422
Quarterly,CZ,Czechia,R,Real,"Year-on-year changes, in per cent",Q:CZ:R:771,2017-Q4,5.6714
Quarterly,DE,Germany,N,Nominal,"Year-on-year changes, in per cent",Q:DE:N:771,2017-Q4,6.2645
Quarterly,DE,Germany,R,Real,"Year-on-year changes, in per cent",Q:DE:R:771,2017-Q4,4.7771
Quarterly,DK,Denmark,N,Nominal,"Year-on-year changes, in per cent",Q:DK:N:771,2017-Q4,4.3685
Quarterly,DK,Denmark,R,Real,"Year-on-year changes, in per cent",Q:DK:R:771,2017-Q4,3.0673
Quarterly,EE,Estonia,N,Nominal,"Year-on-year changes, in per cent",Q:EE:N:771,2017-Q4,4.9025
Quarterly,EE,Estonia,R,Real,"Year-on-year changes, in per cent",Q:EE:R:771,2017-Q4,1.0472
Quarterly,ES,Spain,N,Nominal,"Year-on-year changes, in per cent",Q:ES:N:771,2017-Q4,7.1942
Quarterly,ES,Spain,R,Real,"Year-on-year changes, in per cent",Q:ES:R:771,2017-Q4,5.6636
Quarterly,FI,Finland,N,Nominal,"Year-on-year changes, in per cent",Q:FI:N:771,2017-Q4,0.9891
Quarterly,FI,Finland,R,Real,"Year-on-year changes, in per cent",Q:FI:R:771,2017-Q4,0.3852
Quarterly,FR,France,N,Nominal,"Year-on-year changes, in per cent",Q:FR:N:771,2017-Q4,3.3399
Quarterly,FR,France,R,Real,"Year-on-year changes, in per cent",Q:FR:R:771,2017-Q4,2.1736
Quarterly,GB,United Kingdom,N,Nominal,"Year-on-year changes, in per cent",Q:GB:N:771,2017-Q4,4.7028
Quarterly,GB,United Kingdom,R,Real,"Year-on-year changes, in per cent",Q:GB:R:771,2017-Q4,1.6321
Quarterly,GR,Greece,N,Nominal,"Year-on-year changes, in per cent",Q:GR:N:771,2017-Q4,-0.4213
Quarterly,GR,Greece,R,Real,"Year-on-year changes, in per cent",Q:GR:R:771,2017-Q4,-1.2482
Quarterly,HK,Hong Kong SAR,N,Nominal,"Year-on-year changes, in per cent",Q:HK:N:771,2017-Q4,13.6868
Quarterly,HK,Hong Kong SAR,R,Real,"Year-on-year changes, in per cent",Q:HK:R:771,2017-Q4,11.8558
Quarterly,HR,Croatia,N,Nominal,"Year-on-year changes, in per cent",Q:HR:N:771,2017-Q4,7.6389
Quarterly,HR,Croatia,R,Real,"Year-on-year changes, in per cent",Q:HR:R:771,2017-Q4,6.2156
Quarterly,HU,Hungary,N,Nominal,"Year-on-year changes, in per cent",Q:HU:N:771,2017-Q4,12.8335
Quarterly,HU,Hungary,R,Real,"Year-on-year changes, in per cent",Q:HU:R:771,2017-Q4,10.3061
Quarterly,ID,Indonesia,N,Nominal,"Year-on-year changes, in per cent",Q:ID:N:771,2017-Q4,3.5057
Quarterly,ID,Indonesia,R,Real,"Year-on-year changes, in per cent",Q:ID:R:771,2017-Q4,0.0073
Quarterly,IE,Ireland,N,Nominal,"Year-on-year changes, in per cent",Q:IE:N:771,2017-Q4,11.6642
Quarterly,IE,Ireland,R,Real,"Year-on-year changes, in per cent",Q:IE:R:771,2017-Q4,11.1088
Quarterly,IL,Israel,N,Nominal,"Year-on-year changes, in per cent",Q:IL:N:771,2017-Q4,2.0591
Quarterly,IL,Israel,R,Real,"Year-on-year changes, in per cent",Q:IL:R:771,2017-Q4,1.7558
Quarterly,IN,India,N,Nominal,"Year-on-year changes, in per cent",Q:IN:N:771,2017-Q4,7.2024
Quarterly,IN,India,R,Real,"Year-on-year changes, in per cent",Q:IN:R:771,2017-Q4,2.5323
Quarterly,IS,Iceland,N,Nominal,"Year-on-year changes, in per cent",Q:IS:N:771,2017-Q4,14.9972
Quarterly,IS,Iceland,R,Real,"Year-on-year changes, in per cent",Q:IS:R:771,2017-Q4,12.9374
Quarterly,IT,Italy,N,Nominal,"Year-on-year changes, in per cent",Q:IT:N:771,2017-Q4,-1.2
Quarterly,IT,Italy,R,Real,"Year-on-year changes, in per cent",Q:IT:R:771,2017-Q4,-2.0804
Quarterly,JP,Japan,N,Nominal,"Year-on-year changes, in per cent",Q:JP:N:771,2017-Q4,1.8102
Quarterly,JP,Japan,R,Real,"Year-on-year changes, in per cent",Q:JP:R:771,2017-Q4,1.2281
Quarterly,KR,Korea,N,Nominal,"Year-on-year changes, in per cent",Q:KR:N:771,2017-Q4,1.2222
Quarterly,KR,Korea,R,Real,"Year-on-year changes, in per cent",Q:KR:R:771,2017-Q4,-0.2158
Quarterly,LT,Lithuania,N,Nominal,"Year-on-year changes, in per cent",Q:LT:N:771,2017-Q4,6.8921
Quarterly,LT,Lithuania,R,Real,"Year-on-year changes, in per cent",Q:LT:R:771,2017-Q4,2.5631
Quarterly,LU,Luxembourg,N,Nominal,"Year-on-year changes, in per cent",Q:LU:N:771,2017-Q4,4.2039
Quarterly,LU,Luxembourg,R,Real,"Year-on-year changes, in per cent",Q:LU:R:771,2017-Q4,2.5666
Quarterly,LV,Latvia,N,Nominal,"Year-on-year changes, in per cent",Q:LV:N:771,2017-Q4,7.9264
Quarterly,LV,Latvia,R,Real,"Year-on-year changes, in per cent",Q:LV:R:771,2017-Q4,5.2349
Quarterly,MA,Morocco,N,Nominal,"Year-on-year changes, in per cent",Q:MA:N:771,2017-Q4,1.5085
Quarterly,MA,Morocco,R,Real,"Year-on-year changes, in per cent",Q:MA:R:771,2017-Q4,0.2304
Quarterly,MK,North Macedonia,N,Nominal,"Year-on-year changes, in per cent",Q:MK:N:771,2017-Q4,-0.203
Quarterly,MK,North Macedonia,R,Real,"Year-on-year changes, in per cent",Q:MK:R:771,2017-Q4,-2.346
Quarterly,MT,Malta,N,Nominal,"Year-on-year changes, in per cent",Q:MT:N:771,2017-Q4,4.914
Quarterly,MT,Malta,R,Real,"Year-on-year changes, in per cent",Q:MT:R:771,2017-Q4,3.5909
Quarterly,MX,Mexico,N,Nominal,"Year-on-year changes, in per cent",Q:MX:N:771,2017-Q4,8.5656
Quarterly,MX,Mexico,R,Real,"Year-on-year changes, in per cent",Q:MX:R:771,2017-Q4,1.8497
Quarterly,MY,Malaysia,N,Nominal,"Year-on-year changes, in per cent",Q:MY:N:771,2017-Q4,6.1281
Quarterly,MY,Malaysia,R,Real,"Year-on-year changes, in per cent",Q:MY:R:771,2017-Q4,2.4898
Quarterly,NL,Netherlands,N,Nominal,"Year-on-year changes, in per cent",Q:NL:N:771,2017-Q4,8.4914
Quarterly,NL,Netherlands,R,Real,"Year-on-year changes, in per cent",Q:NL:R:771,2017-Q4,7.0349
Quarterly,NO,Norway,N,Nominal,"Year-on-year changes, in per cent",Q:NO:N:771,2017-Q4,0.7333
Quarterly,NO,Norway,R,Real,"Year-on-year changes, in per cent",Q:NO:R:771,2017-Q4,-0.5963
Quarterly,NZ,New Zealand,N,Nominal,"Year-on-year changes, in per cent",Q:NZ:N:771,2017-Q4,4.0566
Quarterly,NZ,New Zealand,R,Real,"Year-on-year changes, in per cent",Q:NZ:R:771,2017-Q4,2.4235
Quarterly,PE,Peru,N,Nominal,"Year-on-year changes, in per cent",Q:PE:N:771,2017-Q4,0.2096
Quarterly,PE,Peru,R,Real,"Year-on-year changes, in per cent",Q:PE:R:771,2017-Q4,-1.4161
Quarterly,PH,Philippines,N,Nominal,"Year-on-year changes, in per cent",Q:PH:N:771,2017-Q4,5.536
Quarterly,PH,Philippines,R,Real,"Year-on-year changes, in per cent",Q:PH:R:771,2017-Q4,2.4611
Quarterly,PL,Poland,N,Nominal,"Year-on-year changes, in per cent",Q:PL:N:771,2017-Q4,3.8513
Quarterly,PL,Poland,R,Real,"Year-on-year changes, in per cent",Q:PL:R:771,2017-Q4,1.5288
Quarterly,PT,Portugal,N,Nominal,"Year-on-year changes, in per cent",Q:PT:N:771,2017-Q4,10.4864
Quarterly,PT,Portugal,R,Real,"Year-on-year changes, in per cent",Q:PT:R:771,2017-Q4,8.8868
Quarterly,RO,Romania,N,Nominal,"Year-on-year changes, in per cent",Q:RO:N:771,2017-Q4,5.5555
Quarterly,RO,Romania,R,Real,"Year-on-year changes, in per cent",Q:RO:R:771,2017-Q4,2.4017
Quarterly,RS,Serbia,N,Nominal,"Year-on-year changes, in per cent",Q:RS:N:771,2017-Q4,-1.3665
Quarterly,RS,Serbia,R,Real,"Year-on-year changes, in per cent",Q:RS:R:771,2017-Q4,-4.1241
Quarterly,RU,Russia,N,Nominal,"Year-on-year changes, in per cent",Q:RU:N:771,2017-Q4,-3.0251
Quarterly,RU,Russia,R,Real,"Year-on-year changes, in per cent",Q:RU:R:771,2017-Q4,-5.4552
Quarterly,SE,Sweden,N,Nominal,"Year-on-year changes, in per cent",Q:SE:N:771,2017-Q4,2.7669
Quarterly,SE,Sweden,R,Real,"Year-on-year changes, in per cent",Q:SE:R:771,2017-Q4,0.9845
Quarterly,SG,Singapore,N,Nominal,"Year-on-year changes, in per cent",Q:SG:N:771,2017-Q4,1.0933
Quarterly,SG,Singapore,R,Real,"Year-on-year changes, in per cent",Q:SG:R:771,2017-Q4,0.6305
Quarterly,SI,Slovenia,N,Nominal,"Year-on-year changes, in per cent",Q:SI:N:771,2017-Q4,9.873
Quarterly,SI,Slovenia,R,Real,"Year-on-year changes, in per cent",Q:SI:R:771,2017-Q4,8.4713
